"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"*05uix*","Usman Garuba","(N/A)","PF,F,Flx","823","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xdt*","Kaiser Gates","(N/A)","SF,F,Flx","824","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042o8*","Michael Gbinije","(N/A)","SF,F,Flx","825","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyj*","Paul George","PHI","PF,F,Flx","826","Superswa","","0","100","95.5","96%","+96%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0490w*","Marcus Georges-Hunt","(N/A)","SG,G,Flx","827","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01en8*","Taj Gibson","(N/A)","C,Flx","828","FA","","0","0","-","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*07234*","Keshon Gilbert","(N/A)","PG,SG,G,Flx","829","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmw*","Harry Giles","(N/A)","C,Flx","830","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qu6*","Romaro Gill","(N/A)","C,Flx","831","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qzc*","Freddie Gillespie","(N/A)","SF,PF,F,Flx","832","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ut*","Jacob Gilyard","(N/A)","PG,G,Flx","833","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065vf*","Grant Golden","(N/A)","SF,PF,F,Flx","834","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06vxy*","Vladislav Goldin","MIA","C,Flx","835","FA","NY Sun 5:00PM","0","0","292.2","7%","+6.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mf*","Archie Goodwin","(N/A)","PG,SG,G,Flx","836","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04w4b*","Brandon Goodwin","(N/A)","PG,G,Flx","837","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hsn*","Dane Goodwin","(N/A)","SG,G,Flx","838","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005kf*","Eric Gordon","PHI","SG,G,SF,F,Flx","839","FA","","0","0","292.2","4%","+4.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hi9*","Jazian Gortman","(N/A)","PG,G,Flx","840","FA","","0","0","-","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062sq*","Kellan Grady","(N/A)","PG,SG,G,Flx","841","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsb*","Devonte Graham","(N/A)","PG,G,Flx","842","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ua0*","Treveon Graham","(N/A)","SG,G,SF,F,Flx","843","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7g*","Jerian Grant","(N/A)","PG,SG,G,Flx","844","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vqv*","Donte Grantham","(N/A)","SG,G,Flx","845","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*057ow*","Hassani Gravett","(N/A)","PG,G,Flx","846","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mr6*","Josh Gray","(N/A)","PG,G,Flx","847","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujx*","RaiQuan Gray","(N/A)","PF,F,Flx","848","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uq2*","Rob Gray","(N/A)","PG,G,Flx","849","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06moi*","Darin Green","(N/A)","SG,G,Flx","850","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mw*","Erick Green","UTA","PG,SG,G,Flx","851","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uic*","Jalen Green","PHO","PG,SG,G,Flx","853","SMAC777","","0","100","59.6","99%","+99.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03927*","JaMychal Green","(N/A)","PF,F,Flx","852","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001ax*","Jeff Green","HOU","PF,F,Flx","854","FA","","0","0","292.2","2%","+1.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qti*","Josh Green","CHA","SG,G,SF,F,Flx","855","FA","@WAS Sun 5:00PM","0","1","292.7","10%","+10.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0621f*","AJ Griffin","(N/A)","SF,F,Flx","856","FA","","0","0","-","0%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*038kh*","Eric Griffin","(N/A)","SF,F,Flx","857","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055si*","Marko Guduric","(N/A)","SG,G,Flx","858","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063u8*","Mouhamadou Gueye","(N/A)","PF,F,Flx","859","FA","","0","0","-","0%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051pz*","Kyle Guy","(N/A)","SG,G,Flx","860","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04v3j*","Isaac Haas","(N/A)","C,Flx","861","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05quf*","Ashton Hagans","(N/A)","PG,G,Flx","862","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qtv*","Tyrese Haliburton","IND","PG,SG,G,Flx","863","FA","@MIN Sun 6:00PM","0","10","281.4","49%","+49%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qst*","Devon Hall","(N/A)","SG,G,Flx","864","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059qb*","Donta Hall","(N/A)","PF,F,Flx","865","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06303*","Jordan Hall","(N/A)","PG,SG,G,SF,PF,F,Flx","866","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qzm*","Josh Hall","(N/A)","SF,F,Flx","867","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnr*","Malik Hall","(N/A)","SF,PF,F,Flx","868","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r05*","Tyler Hall","(N/A)","PG,SG,G,Flx","869","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06237*","Bryce Hamilton","(N/A)","SG,G,Flx","870","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042of*","Daniel Hamilton","(N/A)","SF,F,Flx","871","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lk8*","Isaac Hamilton","(N/A)","SG,G,Flx","872","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xid*","Johnny Hamilton","(N/A)","C,Flx","873","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng9*","Justin Hamilton","(N/A)","PF,F,C,Flx","874","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qt7*","Rayshaun Hammonds","(N/A)","SF,PF,F,Flx","875","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042o5*","A.J. Hammons","(N/A)","C,Flx","876","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qt5*","R.J. Hampton","(N/A)","PG,G,Flx","877","FA","","0","0","-","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051q0*","Jaylen Hands","(N/A)","PG,G,Flx","878","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7w*","Olivier Hanlan","(N/A)","PG,G,Flx","879","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04z9c*","Dusty Hannahs","(N/A)","PG,SG,G,Flx","880","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qdz*","Elijah Harkless","UTA","SG,G,Flx","881","FA","","0","0","292.3","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nff*","Maurice Harkless","(N/A)","SF,F,Flx","882","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ij*","Jared Harper","(N/A)","PG,G,Flx","883","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06233*","Ron Harper","BOS","SF,F,Flx","884","FA","@DET Sun 2:30PM","0","0","292.2","1%","+0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03tru*","KT Harrell","(N/A)","SG,G,Flx","885","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03byg*","Montrezl Harrell","(N/A)","C,Flx","886","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qso*","Jalen Harris","(N/A)","SG,G,Flx","887","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6z*","Joe Harris","(N/A)","SG,G,SF,F,Flx","888","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qzd*","Kevon Harris","HOU","SG,G,Flx","889","FA","","0","0","-","1%","+0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rzs*","Aaron Harrison","(N/A)","PG,G,Flx","890","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02xdr*","Andrew Harrison","(N/A)","PG,SG,G,Flx","891","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048zs*","Shaquille Harrison","(N/A)","SG,G,Flx","892","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ceq*","Joey Hauser","(N/A)","SF,F,Flx","893","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qt9*","Killian Hayes","(N/A)","PG,SG,G,Flx","894","FA","","0","0","-","3%","+2.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uz7*","Gordon Hayward","(N/A)","SF,F,Flx","895","FA","","0","0","-","0%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ljk*","Reggie Hearn","(N/A)","SG,G,Flx","896","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hfa*","Max Heidegger","(N/A)","PG,G,Flx","897","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cdn*","Scoot Henderson","POR","PG,G,Flx","898","FA","@LAC Sun 8:00PM","0","99","142.9","81%","+80.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uuf*","Aaron Henry","(N/A)","SF,F,Flx","899","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mmf*","Myke Henry","(N/A)","SF,F,Flx","900","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0665b*","Pierria Henry","(N/A)","PG,SG,G,Flx","901","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nfe*","John Henson","(N/A)","PF,F,C,Flx","902","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06vy2*","Chucky Hepburn","TOR","PG,G,Flx","903","FA","@DAL Sun 6:30PM","0","0","-","3%","+3.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051q3*","Dewan Hernandez","(N/A)","C,Flx","904","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042nb*","Juancho Hernangomez","(N/A)","PF,F,Flx","905","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7p*","Willy Hernangomez","(N/A)","C,Flx","906","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051ot*","Tyler Herro","MIA","PG,SG,G,Flx","907","Universa","NY Sun 5:00PM","0","100","63.1","98%","+97.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsx*","Kevin Hervey","(N/A)","SF,PF,F,Flx","908","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7d*","Mario Hezonja","(N/A)","SG,G,SF,PF,F,Flx","909","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw1*","Isaiah Hicks","(N/A)","PF,F,Flx","910","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ylf*","Stephan Hicks","IND","SG,G,Flx","911","FA","@MIN Sun 6:00PM","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yk1*","Haywood Highsmith","BKN","SF,PF,F,Flx","912","FA","BKN 11<br/>@SA 5","0","3","292.6","10%","+9.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059fv*","Ahmed Hill","(N/A)","SG,G,Flx","913","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wmn*","Malcolm Hill","(N/A)","SF,F,Flx","914","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ma*","Solomon Hill","(N/A)","SG,G,SF,F,Flx","915","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmd*","Blake Hinson","(N/A)","SF,PF,F,Flx","916","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ck*","Amir Hinton","(N/A)","PG,G,Flx","917","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qyw*","Nate Hinton","(N/A)","SG,G,Flx","918","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0522u*","Jaylen Hoard","(N/A)","SF,PF,F,Flx","919","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cp1*","DMoi Hodge","(N/A)","SG,G,Flx","920","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qs0*","Aaron Holiday","HOU","PG,G,Flx","921","FA","","0","2","291.6","10%","+9.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7i*","Rondae Hollis-Jefferson","(N/A)","SF,F,Flx","922","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*058zc*","Aric Holman","(N/A)","PF,F,C,Flx","923","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03trr*","Jonathan Holmes","(N/A)","PF,F,Flx","924","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7r*","Richaun Holmes","(N/A)","PF,F,C,Flx","925","FA","","0","0","-","3%","+3.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qzk*","Caleb Homesley","(N/A)","SG,G,Flx","926","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059q3*","Daulton Hommes","(N/A)","SF,F,Flx","927","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027pk*","Tyler Honeycutt","(N/A)","SF,F,Flx","928","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03apy*","Rodney Hood","(N/A)","SG,G,Flx","929","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cce*","Jalen Hood-Schifino","(N/A)","SG,G,Flx","930","FA","","0","0","-","4%","+4.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03c6y*","Scotty Hopson","(N/A)","SG,G,Flx","931","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mof*","DJ Horne","(N/A)","PG,G,Flx","932","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666a*","Jeriah Horne","(N/A)","SF,PF,F,Flx","933","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051pq*","Talen Horton-Tucker","(N/A)","SG,G,Flx","934","FA","","0","0","-","3%","+3.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04849*","Danuel House","(N/A)","SF,F,Flx","935","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qui*","Markus Howard","(N/A)","SG,G,Flx","936","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052lc*","William Howard","(N/A)","SF,F,Flx","937","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*038oh*","Richard Howell","(N/A)","PF,F,Flx","938","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06236*","Trevor Hudgins","(N/A)","PG,G,Flx","939","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6w*","Josh Huestis","(N/A)","SF,F,Flx","940","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qta*","Elijah Hughes","(N/A)","SG,G,Flx","941","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xlp*","Isaac Humphries","(N/A)","PF,F,Flx","942","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ux6*","Feron Hunt","(N/A)","SF,F,Flx","943","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ag*","Chase Hunter","(N/A)","SG,G,Flx","944","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051ok*","DeAndre Hunter","CLE","SF,PF,F,Flx","945","SMAC777","MIL Sun 5:00PM","0","100","140","80%","+79.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nwp*","R.J. Hunter","(N/A)","SG,G,Flx","946","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y4e*","CJ Huntley","PHO","SF,PF,F,Flx","947","FA","","0","0","-","1%","+1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uun*","Matthew Hurt","(N/A)","PF,F,Flx","948","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qrz*","Chandler Hutchison","(N/A)","SF,PF,F,Flx","949","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005lo*","Serge Ibaka","(N/A)","PF,F,C,Flx","950","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6x*","Damien Inglis","(N/A)","SF,F,Flx","951","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ll4*","Ike Iroegbu","(N/A)","SG,G,Flx","952","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027oj*","Kyrie Irving","DAL","PG,SG,G,Flx","953","FA","TOR Sun 6:30PM","0","81","350.3","80%","+80.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06214*","Jaden Ivey","DET","SG,G,Flx","954","Superswa","BOS Sun 2:30PM","0","99","115.7","90%","+90.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ewx*","Wes Iwundu","(N/A)","SG,G,SF,F,Flx","955","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042o4*","Demetrius Jackson","(N/A)","PG,G,Flx","956","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ewv*","Frank Jackson","(N/A)","PG,G,Flx","957","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03llx*","Josh Jackson","(N/A)","SF,F,Flx","958","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ewg*","Justin Jackson","(N/A)","SF,F,Flx","959","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsk*","Justin Jackson","ORL","SF,PF,F,Flx","960","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ms*","Pierre Jackson","(N/A)","PG,G,Flx","961","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064tp*","Quenton Jackson","IND","PG,G,Flx","962","FA","@MIN Sun 6:00PM","0","0","292.3","4%","+3.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027p9*","Reggie Jackson","(N/A)","PG,G,Flx","963","FA","","0","0","-","1%","+0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v55*","Kasparas Jakucionis","MIA","PG,SG,G,Flx","964","FA","NY Sun 5:00PM","0","9","285.1","36%","+35.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06moo*","Josiah-Jordan James","(N/A)","PG,SG,G,Flx","965","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051pk*","Justin James","(N/A)","SG,G,SF,F,Flx","966","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0011e*","LeBron James","LAL","SF,PF,F,Flx","967","WIN","@SAC Sun 8:00PM","0","100","25.4","98%","+97.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041f7*","Mike James","(N/A)","PG,G,Flx","968","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0483j*","Stefan Jankovic","(N/A)","PF,F,Flx","969","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exl*","Ognen Jaramaz","NY","PG,G,Flx","970","FA","@MIA Sun 5:00PM","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uxx*","DeJon Jarreau","(N/A)","SG,G,Flx","971","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031me*","Livio Jean-Charles","(N/A)","SF,PF,F,Flx","972","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049s7*","Jonathan Jeanne","(N/A)","C,Flx","973","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l1w*","Amile Jefferson","(N/A)","PF,F,Flx","974","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xoc*","Damien Jefferson","(N/A)","SF,PF,F,Flx","975","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055sg*","DaQuan Jeffries","(N/A)","SG,G,Flx","976","FA","","0","0","-","2%","+1.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06375*","Drake Jeffries","(N/A)","PG,SG,G,Flx","977","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nfn*","John Jenkins","(N/A)","SG,G,SF,F,Flx","978","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01enu*","Brandon Jennings","(N/A)","PG,G,Flx","979","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051p4*","Ty Jerome","MEM","SG,G,SF,F,Flx","980","FA","","0","96","169.6","57%","+56.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qu2*","Justinian Jessup","(N/A)","SG,G,Flx","981","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qsp*","Isaiah Joe","OKC","PG,SG,G,Flx","982","FA","","0","5","290.4","16%","+16.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0623j*","Theo John","(N/A)","PF,F,Flx","983","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsq*","Alize Johnson","(N/A)","SF,PF,F,Flx","984","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04w4k*","BJ Johnson","(N/A)","SF,F,Flx","985","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042nk*","Brice Johnson","(N/A)","PF,F,Flx","986","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0722s*","Chaney Johnson","(N/A)","SF,PF,F,Flx","987","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r81*","Dakari Johnson","(N/A)","C,Flx","988","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujl*","David Johnson","(N/A)","PG,SG,G,Flx","989","FA","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
